zip,type_of_property,subtype_of_property,price,number_of_rooms,house_area,surface_of_the_land,number_of_facades,swimming_pool,state_of_the_building,commune,province,region,rank
7070,house,house,230000,3,200,523,4,0,unknown,LE ROEULX,Hainaut,Région wallonne,235.0
6182,house,house,235000,4,165,640,4,0,just renovated,COURCELLES,Hainaut,Région wallonne,41.0
6000,house,mansion,239000,5,237,210,2,0,good,CHARLEROI,Hainaut,Région wallonne,19.0
9320,house,house,249000,2,108,220,2,0,good,AALST,Flandre-Orientale,Région flamande,227.0
4130,house,house,249000,3,75,78,1,0,as new,ESNEUX,Liège,Région wallonne,385.0
3473,house,house,220000,2,150,1724,3,0,unknown,KORTENAKEN,Brabant Flamand,Région flamande,300.0
9190,house,house,239000,2,140,770,4,0,as new,STEKENE,Flandre-Orientale,Région flamande,306.0
4460,house,house,249000,3,130,352,3,0,just renovated,GRÂCE-HOLLOGNE,Liège,Région wallonne,43.0
8200,house,house,249000,4,145,156,2,0,as new,BRUGGE,Flandre-Occidentale,Région flamande,467.0
4161,house,house,210000,3,140,1500,4,0,to be done up,ANTHISNES,Liège,Région wallonne,42.0
6890,house,farmhouse,220000,3,130,817,3,0,unknown,LIBIN,Luxembourg,Région wallonne,368.0
2260,house,house,226000,3,140,865,3,0,to renovate,WESTERLO,Anvers,Région flamande,423.0
8710,house,house,250000,5,230,1390,2,0,good,WIELSBEKE,Flandre-Occidentale,Région flamande,225.0
8800,house,house,205000,3,130,493,3,0,to renovate,ROESELARE,Flandre-Occidentale,Région flamande,249.0
5000,house,house,220000,3,92,118,2,0,unknown,NAMUR,Namur,Région wallonne,258.0
3202,house,house,225000,3,200,239,2,0,to be done up,AARSCHOT,Brabant Flamand,Région flamande,335.0
9932,house,house,240000,1,93,47,3,0,just renovated,LIEVEGEM,Flandre-Orientale,Région flamande,408.0
2070,house,house,225000,3,112,132,2,0,just renovated,ZWIJNDRECHT,Anvers,Région flamande,455.0
1840,house,house,230000,3,155,68,2,0,unknown,LONDERZEEL,Brabant Flamand,Région flamande,376.0
4540,house,house,230000,3,135,3300,4,0,good,AMAY,Liège,Région wallonne,27.0
2490,house,house,225000,3,150,638,3,0,good,BALEN,Anvers,Région flamande,240.0
5550,house,house,225000,3,105,476,3,0,unknown,VRESSE-SUR-SEMOIS,Namur,Région wallonne,80.0
1570,house,house,229000,3,100,352,3,0,good,GALMAARDEN,Brabant Flamand,Région flamande,362.0
3740,house,house,222000,3,180,610,3,0,good,BILZEN,Limbourg,Région flamande,178.0
2170,house,house,249000,2,123,195,3,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
7730,house,house,219000,3,104,137,2,0,as new,ESTAIMPUIS,Hainaut,Région wallonne,343.0
5060,house,house,220000,5,190,410,4,0,good,SAMBREVILLE,Namur,Région wallonne,82.0
7760,house,house,220000,2,119,1565,4,0,good,CELLES,Hainaut,Région wallonne,142.0
2140,house,mixed use building,225000,2,109,38,2,0,just renovated,ANTWERPEN,Anvers,Région flamande,334.0
4280,house,farmhouse,225000,3,150,2500,4,0,good,HANNUT,Liège,Région wallonne,198.0
4460,house,house,225000,3,130,142,3,0,good,GRÂCE-HOLLOGNE,Liège,Région wallonne,43.0
6250,house,villa,225000,4,210,815,4,0,good,AISEAU-PRESLES,Hainaut,Région wallonne,204.0
9820,house,house,225000,2,145,61,2,0,to renovate,MERELBEKE,Flandre-Orientale,Région flamande,464.0
6180,house,villa,230000,3,160,1688,4,0,good,COURCELLES,Hainaut,Région wallonne,41.0
7080,house,villa,230000,2,153,860,4,0,to renovate,FRAMERIES,Hainaut,Région wallonne,10.0
7190,house,house,230000,3,200,280,2,0,just renovated,ECAUSSINNES,Hainaut,Région wallonne,124.0
4287,house,house,235000,3,130,670,4,0,good,LINCENT,Liège,Région wallonne,214.0
5620,house,house,235000,4,130,816,4,0,good,FLORENNES,Namur,Région wallonne,76.0
3920,house,house,237000,3,165,562,4,0,to be done up,LOMMEL,Limbourg,Région flamande,256.0
4000,house,house,239000,2,119,239,2,0,as new,LIÈGE,Liège,Région wallonne,83.0
7950,house,house,244000,3,184,1280,4,0,just renovated,CHIÈVRES,Hainaut,Région wallonne,48.0
2800,house,house,245000,2,136,80,2,0,good,MECHELEN,Anvers,Région flamande,479.0
7387,house,villa,245000,2,139,2320,4,0,to be done up,HONNELLES,Hainaut,Région wallonne,126.0
1070,house,house,249000,2,95,107,2,0,good,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
1350,house,house,249000,5,200,850,4,0,good,ORP-JAUCHE,Brabant Wallon,Région flamande,218.0
5520,house,house,249000,3,126,1097,3,0,good,ONHAYE,Namur,Région wallonne,133.0
9130,house,house,249000,4,145,277,2,0,to renovate,BEVEREN-WAAS,Flandre-Orientale,Région flamande,316.0
1315,house,house,250000,5,230,180,2,0,good,INCOURT,Brabant Wallon,Région flamande,361.0
1400,house,house,250000,3,190,294,2,0,to be done up,NIVELLES,Brabant Wallon,Région flamande,284.0
6690,house,house,250000,6,296,2098,4,0,to be done up,VIELSALM,Luxembourg,Région wallonne,92.0
8510,house,house,205000,3,150,145,2,0,good,KORTRIJK,Flandre-Occidentale,Région flamande,352.0
4820,house,house,215000,3,91,298,3,0,good,DISON,Liège,Région wallonne,21.0
4821,house,town house,215000,2,155,308,2,0,good,DISON,Liège,Région wallonne,21.0
7700,house,house,220000,3,188,200,2,0,good,MOUSCRON,Hainaut,Région wallonne,172.0
5070,house,house,228000,3,234,317,4,0,good,FOSSES-LA-VILLE,Namur,Région wallonne,116.0
8510,house,house,235000,3,210,155,2,0,just renovated,KORTRIJK,Flandre-Occidentale,Région flamande,352.0
4610,house,house,240000,2,130,233,3,0,as new,BEYNE-HEUSAY,Liège,Région wallonne,164.0
4000,house,mixed use building,247500,0,235,165,2,0,good,LIÈGE,Liège,Région wallonne,83.0
5544,house,villa,249000,3,160,2020,3,0,as new,HASTIÈRE,Namur,Région wallonne,14.0
4430,house,house,245000,4,143,357,2,0,unknown,ANS,Liège,Région wallonne,66.0
5580,house,house,246796,3,146,1631,4,0,unknown,ROCHEFORT,Namur,Région wallonne,113.0
8420,house,house,238000,3,75,214,4,0,good,DE HAAN,Flandre-Occidentale,Région flamande,257.0
1420,house,house,225000,3,100,192,3,0,to be done up,BRAINE-L'ALLEUD,Brabant Wallon,Région flamande,488.0
4000,house,mixed use building,245000,5,164,70,3,0,to be done up,LIÈGE,Liège,Région wallonne,83.0
6120,house,bungalow,225000,2,200,853,4,0,good,HAM-SUR-HEURE,Hainaut,Région wallonne,315.0
2250,house,house,244000,3,168,1180,3,0,to renovate,OLEN,Anvers,Région flamande,357.0
1342,house,house,215000,1,71,756,3,0,unknown,OTTIGNIES-LOUVAIN-LA-NEUVE,Brabant Wallon,Région flamande,523.0
8620,house,house,215000,3,65,95,3,0,as new,NIEUWPOORT,Flandre-Occidentale,Région flamande,364.0
8791,house,house,215000,3,181,363,2,0,just renovated,WAREGEM,Flandre-Occidentale,Région flamande,297.0
4100,house,mansion,220000,7,200,155,2,0,good,SERAING,Liège,Région wallonne,26.0
4190,house,house,220000,3,170,1984,3,0,to be done up,FERRIÈRES,Liège,Région wallonne,159.0
5370,house,house,225000,3,158,1566,3,0,unknown,HAVELANGE,Namur,Région wallonne,248.0
4100,house,house,244900,4,166,370,3,0,just renovated,SERAING,Liège,Région wallonne,26.0
6997,house,bungalow,249000,3,100,614,4,0,as new,EREZÉE,Luxembourg,Région wallonne,109.0
8660,house,house,250000,5,188,104,3,0,to be done up,DE PANNE,Flandre-Occidentale,Région flamande,118.0
4460,house,house,205000,3,90,130,3,0,as new,GRÂCE-HOLLOGNE,Liège,Région wallonne,43.0
3201,house,house,219000,2,210,1084,3,0,to renovate,AARSCHOT,Brabant Flamand,Région flamande,335.0
3970,house,house,225000,3,207,470,3,0,to be done up,LEOPOLDSBURG,Limbourg,Région flamande,122.0
3980,house,house,230000,3,160,1136,3,0,to be done up,TESSENDERLO,Limbourg,Région flamande,304.0
3990,house,house,238000,3,129,266,2,0,good,PEER,Limbourg,Région flamande,188.0
1502,house,house,240000,3,97,130,2,0,to be done up,HALLE,Brabant Flamand,Région flamande,399.0
3670,house,house,245000,4,201,841,4,0,good,OUDSBERGEN,Limbourg,Région flamande,156.0
7080,house,house,245000,3,262,721,2,0,as new,FRAMERIES,Hainaut,Région wallonne,10.0
8740,house,house,249000,3,143,640,2,0,to renovate,PITTEM,Flandre-Occidentale,Région flamande,394.0
8800,house,house,249500,2,137,189,2,0,good,ROESELARE,Flandre-Occidentale,Région flamande,249.0
8450,house,house,249850,3,130,100,2,0,just renovated,BREDENE,Flandre-Occidentale,Région flamande,114.0
9320,house,house,250000,3,200,467,4,0,good,AALST,Flandre-Orientale,Région flamande,227.0
6800,house,house,234000,3,125,448,3,0,unknown,LIBRAMONT-CHEVIGNY,Luxembourg,Région wallonne,173.0
1700,house,exceptional property,239000,4,450,505,4,0,to renovate,DILBEEK,Brabant Flamand,Région flamande,487.0
4051,house,house,245000,3,155,153,3,0,good,CHAUDFONTAINE,Liège,Région wallonne,253.0
9130,house,house,210000,3,161,193,2,0,good,BEVEREN-WAAS,Flandre-Orientale,Région flamande,316.0
4280,house,bungalow,225000,3,140,1068,4,0,to be done up,HANNUT,Liège,Région wallonne,198.0
6953,house,house,229000,4,205,704,3,0,unknown,NASSOGNE,Luxembourg,Région wallonne,102.0
3920,house,house,239000,3,138,691,3,0,unknown,LOMMEL,Limbourg,Région flamande,256.0
1428,house,villa,250000,2,90,868,4,0,good,BRAINE-L'ALLEUD,Brabant Wallon,Région flamande,488.0
7090,house,house,225000,2,140,70,2,0,as new,BRAINE-LE-COMTE,Hainaut,Région wallonne,61.0
6890,house,farmhouse,239000,4,175,1900,4,0,to renovate,LIBIN,Luxembourg,Région wallonne,368.0
4030,house,town house,205000,3,130,12,2,0,as new,LIÈGE,Liège,Région wallonne,83.0
7700,house,house,209000,3,110,350,2,0,good,MOUSCRON,Hainaut,Région wallonne,172.0
5580,house,house,215000,3,155,250,3,0,just renovated,ROCHEFORT,Namur,Région wallonne,113.0
7730,house,house,215000,4,171,150,2,0,as new,ESTAIMPUIS,Hainaut,Région wallonne,343.0
1480,house,house,220000,3,120,192,2,0,good,TUBIZE,Brabant Wallon,Région flamande,187.0
7300,house,mixed use building,220000,4,238,600,2,0,good,BOUSSU,Hainaut,Région wallonne,16.0
1420,house,mixed use building,225000,2,90,37,2,0,to be done up,BRAINE-L'ALLEUD,Brabant Wallon,Région flamande,488.0
4800,house,house,225000,4,140,362,3,0,as new,VERVIERS,Liège,Région wallonne,72.0
7950,house,house,225000,2,150,750,3,0,good,CHIÈVRES,Hainaut,Région wallonne,48.0
2850,house,house,235000,3,125,175,2,0,to be done up,BOOM,Anvers,Région flamande,232.0
8501,house,house,235000,3,128,215,2,0,good,KORTRIJK,Flandre-Occidentale,Région flamande,352.0
1435,house,country cottage,245000,3,125,650,4,0,to renovate,MONT-SAINT-GUIBERT,Brabant Wallon,Région flamande,314.0
4217,house,villa,250000,2,115,858,4,0,unknown,HÉRON,Liège,Région wallonne,272.0
4100,house,house,249000,3,110,280,3,0,good,SERAING,Liège,Région wallonne,26.0
5600,house,villa,230000,3,169,1151,4,0,unknown,PHILIPPEVILLE,Namur,Région wallonne,39.0
5520,house,house,229000,3,240,600,4,0,as new,ONHAYE,Namur,Région wallonne,133.0
7538,house,house,229000,4,138,363,2,0,as new,TOURNAI,Hainaut,Région wallonne,281.0
9300,house,house,235000,2,186,133,2,0,good,AALST,Flandre-Orientale,Région flamande,227.0
9320,house,house,235000,2,186,133,2,0,good,AALST,Flandre-Orientale,Région flamande,227.0
1560,house,house,249000,2,120,109,2,0,unknown,HOEILAART,Brabant Flamand,Région flamande,552.0
4030,house,house,249000,4,145,852,3,0,good,LIÈGE,Liège,Région wallonne,83.0
4130,house,bungalow,229000,2,116,1070,4,0,good,ESNEUX,Liège,Région wallonne,385.0
6980,house,house,229000,5,278,678,4,0,good,LA ROCHE-EN-ARDENNE,Luxembourg,Région wallonne,70.0
2520,house,house,229000,4,135,130,3,0,unknown,RANST,Anvers,Région flamande,528.0
8930,house,house,235000,3,135,80,2,0,as new,MENEN,Flandre-Occidentale,Région flamande,107.0
9042,house,house,245000,3,235,478,3,0,unknown,GENT,Flandre-Orientale,Région flamande,496.0
2490,house,house,205000,3,140,558,3,0,as new,BALEN,Anvers,Région flamande,240.0
7522,house,house,209000,2,139,800,4,0,to be done up,TOURNAI,Hainaut,Région wallonne,281.0
8500,house,house,209000,3,130,63,2,0,unknown,KORTRIJK,Flandre-Occidentale,Région flamande,352.0
7334,house,villa,210000,3,160,350,3,0,as new,SAINT-GHISLAIN,Hainaut,Région wallonne,36.0
8970,house,house,215000,3,185,774,3,0,to be done up,POPERINGE,Flandre-Occidentale,Région flamande,163.0
3700,house,house,219000,3,200,666,4,0,good,TONGEREN,Limbourg,Région flamande,201.0
6670,house,house,220000,4,246,2056,4,0,to be done up,GOUVY,Luxembourg,Région wallonne,434.0
7110,house,villa,220000,3,225,400,3,0,unknown,LA LOUVIÈRE,Hainaut,Région wallonne,37.0
9400,house,house,220000,4,231,272,2,0,to renovate,NINOVE,Flandre-Orientale,Région flamande,267.0
1420,house,house,225000,2,120,130,2,0,to renovate,BRAINE-L'ALLEUD,Brabant Wallon,Région flamande,488.0
3945,house,bungalow,225000,3,175,600,4,0,to be done up,HAM,Limbourg,Région flamande,301.0
5100,house,house,225000,3,150,1710,4,0,to renovate,NAMUR,Namur,Région wallonne,258.0
5310,house,house,235000,3,147,592,3,0,good,EGHEZÉE,Namur,Région wallonne,336.0
3840,house,house,245000,5,225,745,4,0,good,BORGLOON,Limbourg,Région flamande,217.0
8400,house,house,245000,3,203,85,2,0,as new,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
9506,house,house,245000,3,151,439,3,0,good,GERAARDSBERGEN,Flandre-Orientale,Région flamande,210.0
4217,house,country cottage,249000,3,400,2450,3,0,to renovate,HÉRON,Liège,Région wallonne,272.0
5541,house,house,249000,5,175,1296,4,0,to renovate,HASTIÈRE,Namur,Région wallonne,14.0
5644,house,house,249000,3,202,573,4,0,good,METTET,Namur,Région wallonne,139.0
9420,house,house,249000,3,150,422,4,0,to renovate,ERPE-MERE,Flandre-Orientale,Région flamande,289.0
4690,house,house,250000,3,206,750,2,0,unknown,BASSENGE,Liège,Région wallonne,119.0
5081,house,house,250000,3,140,500,3,0,to be done up,LA BRUYÈRE,Namur,Région wallonne,468.0
5300,house,mansion,250000,3,145,685,4,0,good,ANDENNE,Namur,Région wallonne,99.0
8800,house,house,218000,3,128,214,2,0,just renovated,ROESELARE,Flandre-Occidentale,Région flamande,249.0
2500,house,house,229000,2,120,100,2,0,to be done up,LIER,Anvers,Région flamande,390.0
9120,house,house,230000,2,115,230,2,0,to be done up,BEVEREN-WAAS,Flandre-Orientale,Région flamande,316.0
8791,house,house,240000,4,200,288,2,0,to renovate,WAREGEM,Flandre-Occidentale,Région flamande,297.0
8400,house,town house,248500,4,262,122,2,0,just renovated,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
2100,house,house,249000,2,124,121,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
3300,house,house,210000,2,140,66,2,0,good,TIENEN,Brabant Flamand,Région flamande,179.0
6890,house,house,221500,3,120,600,3,0,as new,LIBIN,Luxembourg,Région wallonne,368.0
3941,house,house,243000,3,186,410,3,0,unknown,HECHTEL-EKSEL,Limbourg,Région flamande,134.0
3941,house,house,243000,3,186,384,3,0,unknown,HECHTEL-EKSEL,Limbourg,Région flamande,134.0
7750,house,house,250000,3,190,162,2,0,unknown,MONT-DE-L'ENCLUS,Hainaut,Région wallonne,308.0
5080,house,house,225000,2,180,1180,4,0,to renovate,LA BRUYÈRE,Namur,Région wallonne,468.0
7321,house,house,225000,3,150,1360,2,0,as new,BERNISSART,Hainaut,Région wallonne,96.0
8500,house,house,215000,3,162,200,2,0,good,KORTRIJK,Flandre-Occidentale,Région flamande,352.0
4801,house,town house,205000,5,125,150,2,0,unknown,VERVIERS,Liège,Région wallonne,72.0
5590,house,house,210770,4,130,550,3,0,as new,CINEY,Namur,Région wallonne,78.0
8930,house,mansion,215000,3,170,270,3,0,good,MENEN,Flandre-Occidentale,Région flamande,107.0
8501,house,house,219000,3,200,349,3,0,as new,KORTRIJK,Flandre-Occidentale,Région flamande,352.0
2100,house,house,227500,3,135,140,3,0,good,ANTWERPEN,Anvers,Région flamande,334.0
8570,house,house,228000,3,168,629,2,0,to be done up,ANZEGEM,Flandre-Occidentale,Région flamande,330.0
2100,house,house,229000,4,132,88,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
1300,house,house,230000,2,140,110,3,0,to renovate,WAVRE,Brabant Wallon,Région flamande,493.0
5540,house,villa,230000,3,180,427,3,0,as new,HASTIÈRE,Namur,Région wallonne,14.0
7730,house,house,230133,3,125,269,3,0,as new,ESTAIMPUIS,Hainaut,Région wallonne,343.0
7623,house,house,235000,4,142,971,3,0,as new,BRUNEHAUT,Hainaut,Région wallonne,441.0
2140,house,house,239000,4,160,65,3,0,good,ANTWERPEN,Anvers,Région flamande,334.0
8560,house,house,239000,4,224,600,3,0,good,WEVELGEM,Flandre-Occidentale,Région flamande,127.0
5060,house,mixed use building,240000,4,245,758,3,0,good,SAMBREVILLE,Namur,Région wallonne,82.0
9300,house,house,245000,4,167,190,2,0,good,AALST,Flandre-Orientale,Région flamande,227.0
4860,house,house,250000,5,256,571,3,0,good,PEPINSTER,Liège,Région wallonne,69.0
4031,house,house,219000,3,110,240,2,0,as new,LIÈGE,Liège,Région wallonne,83.0
9042,house,house,220000,3,170,639,4,0,to renovate,GENT,Flandre-Orientale,Région flamande,496.0
9220,house,house,225000,4,195,212,3,0,as new,HAMME,Flandre-Orientale,Région flamande,154.0
4041,house,house,230000,3,190,650,3,0,unknown,HERSTAL,Liège,Région wallonne,93.0
6780,house,house,230000,2,110,55,3,0,just renovated,MESSANCY,Luxembourg,Région wallonne,427.0
3300,house,house,235000,4,240,143,3,0,to renovate,TIENEN,Brabant Flamand,Région flamande,179.0
2500,house,house,240000,2,110,50,2,0,unknown,LIER,Anvers,Région flamande,390.0
4890,house,house,249000,2,152,826,3,0,to be done up,THIMISTER-CLERMONT,Liège,Région wallonne,353.0
5100,house,house,250000,2,227,489,4,0,to renovate,NAMUR,Namur,Région wallonne,258.0
1400,house,house,240000,3,129,44,2,0,just renovated,NIVELLES,Brabant Wallon,Région flamande,284.0
9402,house,house,229000,3,196,345,3,0,as new,NINOVE,Flandre-Orientale,Région flamande,267.0
4630,house,house,220000,5,160,347,2,0,good,SOUMAGNE,Liège,Région wallonne,205.0
1370,house,house,250000,5,200,170,2,0,good,JODOIGNE,Brabant Wallon,Région flamande,489.0
9700,house,house,210000,3,123,204,2,0,just renovated,OUDENAARDE,Flandre-Orientale,Région flamande,268.0
5000,house,house,248000,3,154,212,2,0,unknown,NAMUR,Namur,Région wallonne,258.0
9300,house,house,219000,3,215,123,3,0,unknown,AALST,Flandre-Orientale,Région flamande,227.0
5020,house,house,210000,3,105,204,2,0,to be done up,NAMUR,Namur,Région wallonne,258.0
5537,house,town house,210000,3,105,1909,4,0,to renovate,ANHÉE,Namur,Région wallonne,86.0
6830,house,house,210000,3,140,866,2,0,unknown,BOUILLON,Luxembourg,Région wallonne,44.0
7000,house,house,210000,3,110,135,2,0,good,MONS,Hainaut,Région wallonne,40.0
9150,house,house,210000,1,129,360,2,0,to be done up,KRUIBEKE,Flandre-Orientale,Région flamande,437.0
4031,house,mixed use building,215000,2,210,110,2,0,good,LIÈGE,Liège,Région wallonne,83.0
2660,house,house,219000,3,130,123,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
5002,house,house,220000,3,100,395,3,0,good,NAMUR,Namur,Région wallonne,258.0
2480,house,house,222000,3,132,353,4,0,to be done up,DESSEL,Anvers,Région flamande,296.0
6850,house,house,225000,6,183,702,2,0,unknown,PALISEUL,Luxembourg,Région wallonne,131.0
9470,house,house,225000,4,154,88,2,0,just renovated,DENDERLEEUW,Flandre-Orientale,Région flamande,213.0
9500,house,house,229000,2,240,256,3,0,to be done up,GERAARDSBERGEN,Flandre-Orientale,Région flamande,210.0
4791,house,house,230000,3,181,1421,4,0,good,BURG-REULAND,Liège,Région wallonne,88.0
7034,house,villa,230000,2,132,1610,4,0,unknown,MONS,Hainaut,Région wallonne,40.0
2060,house,house,235000,3,130,75,2,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
3770,house,exceptional property,239000,3,143,524,2,0,good,RIEMST,Limbourg,Région flamande,294.0
6997,house,house,239000,2,120,594,4,0,just renovated,EREZÉE,Luxembourg,Région wallonne,109.0
4350,house,house,240000,3,120,957,3,0,good,REMICOURT,Liège,Région wallonne,175.0
7110,house,house,240000,2,170,600,3,0,as new,LA LOUVIÈRE,Hainaut,Région wallonne,37.0
9690,house,house,240000,2,106,800,3,0,good,KLUISBERGEN,Flandre-Orientale,Région flamande,358.0
7860,house,house,245000,3,175,2670,4,0,good,LESSINES,Hainaut,Région wallonne,112.0
1500,house,mixed use building,249000,3,157,152,2,0,good,HALLE,Brabant Flamand,Région flamande,399.0
